date,group,user_id,converted
01.03.2023,control,106161,0
01.03.2023,control,106162,0
01.03.2023,control,106163,0
01.03.2023,control,106164,0
01.03.2023,control,106165,0
01.03.2023,control,106166,0
01.03.2023,control,106167,0
01.03.2023,control,106168,0
01.03.2023,control,106169,0
01.03.2023,control,106170,0
01.03.2023,control,106171,0
01.03.2023,control,106172,0
01.03.2023,control,106173,0
01.03.2023,control,106174,0
01.03.2023,control,106175,0
01.03.2023,control,106176,0
01.03.2023,control,106177,0
01.03.2023,control,106178,0
01.03.2023,control,106179,0
01.03.2023,control,106180,0
01.03.2023,control,106181,0
01.03.2023,control,106182,0
01.03.2023,control,106183,0
01.03.2023,control,106184,0
01.03.2023,control,106185,0
01.03.2023,control,106186,0
01.03.2023,control,106187,0
01.03.2023,control,106188,0
01.03.2023,control,106189,0
01.03.2023,control,106190,0
01.03.2023,control,106191,0
01.03.2023,control,106192,0
01.03.2023,control,106193,0
01.03.2023,control,106194,0
01.03.2023,control,106195,0
01.03.2023,control,106196,0
01.03.2023,control,106197,0
01.03.2023,control,106198,0
01.03.2023,control,106199,0
01.03.2023,control,106200,0
01.03.2023,control,106201,0
01.03.2023,control,106202,0
01.03.2023,control,106203,0
01.03.2023,treatment,106204,1
01.03.2023,treatment,106205,1
01.03.2023,treatment,106206,1
01.03.2023,treatment,106207,1
01.03.2023,treatment,106208,1
01.03.2023,treatment,106209,1
01.03.2023,treatment,106210,1
01.03.2023,treatment,106211,1
01.03.2023,treatment,106212,1
01.03.2023,treatment,106213,1
01.03.2023,treatment,106214,1
01.03.2023,treatment,106215,1
01.03.2023,treatment,106216,1
01.03.2023,treatment,106217,1
01.03.2023,treatment,106218,1
01.03.2023,treatment,106219,0
01.03.2023,treatment,106220,0
01.03.2023,treatment,106221,0
01.03.2023,treatment,106222,0
01.03.2023,treatment,106223,0
01.03.2023,treatment,106224,0
01.03.2023,treatment,106225,0
01.03.2023,treatment,106226,0
01.03.2023,treatment,106227,0
01.03.2023,treatment,106228,0
01.03.2023,treatment,106229,0
01.03.2023,treatment,106230,0
01.03.2023,treatment,106231,0
01.03.2023,treatment,106232,0
01.03.2023,treatment,106233,0
01.03.2023,treatment,106234,0
01.03.2023,treatment,106235,0
01.03.2023,treatment,106236,0
01.03.2023,treatment,106237,0
01.03.2023,treatment,106238,0
01.03.2023,treatment,106239,0
01.03.2023,treatment,106240,0
01.03.2023,treatment,106241,0
01.03.2023,treatment,106242,0
01.03.2023,treatment,106243,0
01.03.2023,treatment,106244,0
01.03.2023,treatment,106245,0
01.03.2023,treatment,106246,0
01.03.2023,treatment,106247,0
01.03.2023,treatment,106248,0
01.03.2023,treatment,106249,0
01.03.2023,treatment,106250,0
01.03.2023,treatment,106251,0
01.03.2023,treatment,106252,0
01.03.2023,treatment,106253,0
01.03.2023,treatment,106254,0
01.03.2023,treatment,106255,0
01.03.2023,treatment,106256,0
01.03.2023,treatment,106257,0
01.03.2023,treatment,106258,0
01.03.2023,treatment,106259,0
01.03.2023,treatment,106260,0
01.03.2023,treatment,106261,0
01.03.2023,treatment,106262,0
01.03.2023,treatment,106263,0
01.03.2023,treatment,106264,0
01.03.2023,treatment,106265,0
01.03.2023,treatment,106266,0
01.03.2023,treatment,106267,0
01.03.2023,treatment,106268,0
01.03.2023,treatment,106269,0
01.03.2023,treatment,106270,0
01.03.2023,treatment,106271,0
01.03.2023,treatment,106272,0
01.03.2023,treatment,106273,0
01.03.2023,treatment,106274,0
01.03.2023,treatment,106275,0
01.03.2023,treatment,106276,0
01.03.2023,treatment,106277,0
01.03.2023,treatment,106278,0
01.03.2023,treatment,106279,0
01.03.2023,treatment,106280,0
01.03.2023,treatment,106281,0
01.03.2023,treatment,106282,0
01.03.2023,treatment,106283,0
01.03.2023,treatment,106284,0
01.03.2023,treatment,106285,0
01.03.2023,treatment,106286,0
01.03.2023,treatment,106287,0
01.03.2023,treatment,106288,0
01.03.2023,treatment,106289,0
01.03.2023,treatment,106290,0
01.03.2023,treatment,106291,0
01.03.2023,treatment,106292,0
01.03.2023,treatment,106293,0
01.03.2023,treatment,106294,0
01.03.2023,treatment,106295,0
01.03.2023,treatment,106296,0
01.03.2023,treatment,106297,0
01.03.2023,treatment,106298,0
01.03.2023,treatment,106299,0
01.03.2023,treatment,106300,0
01.03.2023,treatment,106301,0
01.03.2023,treatment,106302,0
01.03.2023,treatment,106303,0
01.03.2023,treatment,106304,0
01.03.2023,treatment,106305,0
01.03.2023,treatment,106306,0
01.03.2023,treatment,106307,0
01.03.2023,treatment,106308,0
01.03.2023,treatment,106309,0
01.03.2023,treatment,106310,0
01.03.2023,treatment,106311,0
01.03.2023,treatment,106312,0
01.03.2023,treatment,106313,0
01.03.2023,treatment,106314,0
01.03.2023,treatment,106315,0
01.03.2023,treatment,106316,0
01.03.2023,treatment,106317,0
01.03.2023,treatment,106318,0
01.03.2023,treatment,106319,0
01.03.2023,treatment,106320,0
01.03.2023,treatment,106321,0
01.03.2023,treatment,106322,0
01.03.2023,treatment,106323,0
01.03.2023,treatment,106324,0
01.03.2023,treatment,106325,0
02.03.2023,control,106326,1
02.03.2023,control,106327,1
02.03.2023,control,106328,1
02.03.2023,control,106329,1
02.03.2023,control,106330,1
02.03.2023,control,106331,1
02.03.2023,control,106332,1
02.03.2023,control,106333,1
02.03.2023,control,106334,1
02.03.2023,control,106335,1
02.03.2023,control,106336,1
02.03.2023,control,106337,1
02.03.2023,control,106338,1
02.03.2023,control,106339,0
02.03.2023,control,106340,0
02.03.2023,control,106341,0
02.03.2023,control,106342,0
02.03.2023,control,106343,0
02.03.2023,control,106344,0
02.03.2023,control,106345,0
02.03.2023,control,106346,0
02.03.2023,control,106347,0
02.03.2023,control,106348,0
02.03.2023,control,106349,0
02.03.2023,control,106350,0
02.03.2023,control,106351,0
02.03.2023,control,106352,0
02.03.2023,control,106353,0
02.03.2023,control,106354,0
02.03.2023,control,106355,0
02.03.2023,control,106356,0
02.03.2023,control,106357,0
02.03.2023,control,106358,0
02.03.2023,control,106359,0
02.03.2023,control,106360,0
02.03.2023,control,106361,0
02.03.2023,control,106362,0
02.03.2023,control,106363,0
02.03.2023,control,106364,0
02.03.2023,control,106365,0
02.03.2023,control,106366,0
02.03.2023,control,106367,0
02.03.2023,control,106368,0
02.03.2023,control,106369,0
02.03.2023,control,106370,0
02.03.2023,control,106371,0
02.03.2023,control,106372,0
02.03.2023,control,106373,0
02.03.2023,control,106374,0
02.03.2023,control,106375,0
02.03.2023,control,106376,0
02.03.2023,control,106377,0
02.03.2023,control,106378,0
02.03.2023,control,106379,0
02.03.2023,control,106380,0
02.03.2023,control,106381,0
02.03.2023,control,106382,0
02.03.2023,control,106383,0
02.03.2023,control,106384,0
02.03.2023,control,106385,0
02.03.2023,control,106386,0
02.03.2023,control,106387,0
02.03.2023,control,106388,0
02.03.2023,control,106389,0
02.03.2023,control,106390,0
02.03.2023,control,106391,0
02.03.2023,control,106392,0
02.03.2023,control,106393,0
02.03.2023,control,106394,0
02.03.2023,control,106395,0
02.03.2023,control,106396,0
02.03.2023,control,106397,0
02.03.2023,control,106398,0
02.03.2023,control,106399,0
02.03.2023,control,106400,0
02.03.2023,control,106401,0
02.03.2023,control,106402,0
02.03.2023,control,106403,0
02.03.2023,control,106404,0
02.03.2023,control,106405,0
02.03.2023,control,106406,0
02.03.2023,control,106407,0
02.03.2023,control,106408,0
02.03.2023,control,106409,0
02.03.2023,control,106410,0
02.03.2023,control,106411,0
02.03.2023,control,106412,0
02.03.2023,control,106413,0
02.03.2023,control,106414,0
02.03.2023,control,106415,0
02.03.2023,control,106416,0
02.03.2023,control,106417,0
02.03.2023,control,106418,0
02.03.2023,control,106419,0
02.03.2023,control,106420,0
02.03.2023,control,106421,0
02.03.2023,control,106422,0
02.03.2023,control,106423,0
02.03.2023,control,106424,0
02.03.2023,control,106425,0
02.03.2023,control,106426,0
02.03.2023,control,106427,0
02.03.2023,control,106428,0
02.03.2023,control,106429,0
02.03.2023,control,106430,0
02.03.2023,control,106431,0
02.03.2023,control,106432,0
02.03.2023,control,106433,0
02.03.2023,control,106434,0
02.03.2023,control,106435,0
02.03.2023,control,106436,0
02.03.2023,control,106437,0
02.03.2023,control,106438,0
02.03.2023,control,106439,0
02.03.2023,control,106440,0
02.03.2023,control,106441,0
02.03.2023,control,106442,0
02.03.2023,control,106443,0
02.03.2023,control,106444,0
02.03.2023,control,106445,0
02.03.2023,control,106446,0
02.03.2023,control,106447,0
02.03.2023,control,106448,0
02.03.2023,control,106449,0
02.03.2023,control,106450,0
02.03.2023,control,106451,0
02.03.2023,control,106452,0
02.03.2023,treatment,106453,1
02.03.2023,treatment,106454,1
02.03.2023,treatment,106455,1
02.03.2023,treatment,106456,1
02.03.2023,treatment,106457,1
02.03.2023,treatment,106458,1
02.03.2023,treatment,106459,1
02.03.2023,treatment,106460,1
02.03.2023,treatment,106461,1
02.03.2023,treatment,106462,1
02.03.2023,treatment,106463,1
02.03.2023,treatment,106464,1
02.03.2023,treatment,106465,1
02.03.2023,treatment,106466,1
02.03.2023,treatment,106467,1
02.03.2023,treatment,106468,0
02.03.2023,treatment,106469,0
02.03.2023,treatment,106470,0
02.03.2023,treatment,106471,0
02.03.2023,treatment,106472,0
02.03.2023,treatment,106473,0
02.03.2023,treatment,106474,0
02.03.2023,treatment,106475,0
02.03.2023,treatment,106476,0
02.03.2023,treatment,106477,0
02.03.2023,treatment,106478,0
02.03.2023,treatment,106479,0
02.03.2023,treatment,106480,0
02.03.2023,treatment,106481,0
02.03.2023,treatment,106482,0
02.03.2023,treatment,106483,0
02.03.2023,treatment,106484,0
02.03.2023,treatment,106485,0
02.03.2023,treatment,106486,0
02.03.2023,treatment,106487,0
02.03.2023,treatment,106488,0
02.03.2023,treatment,106489,0
02.03.2023,treatment,106490,0
02.03.2023,treatment,106491,0
02.03.2023,treatment,106492,0
02.03.2023,treatment,106493,0
02.03.2023,treatment,106494,0
02.03.2023,treatment,106495,0
02.03.2023,treatment,106496,0
02.03.2023,treatment,106497,0
02.03.2023,treatment,106498,0
02.03.2023,treatment,106499,0
02.03.2023,treatment,106500,0
02.03.2023,treatment,106501,0
02.03.2023,treatment,106502,0
02.03.2023,treatment,106503,0
02.03.2023,treatment,106504,0
02.03.2023,treatment,106505,0
02.03.2023,treatment,106506,0
02.03.2023,treatment,106507,0
02.03.2023,treatment,106508,0
02.03.2023,treatment,106509,0
02.03.2023,treatment,106510,0
02.03.2023,treatment,106511,0
02.03.2023,treatment,106512,0
02.03.2023,treatment,106513,0
02.03.2023,treatment,106514,0
02.03.2023,treatment,106515,0
02.03.2023,treatment,106516,0
02.03.2023,treatment,106517,0
02.03.2023,treatment,106518,0
02.03.2023,treatment,106519,0
02.03.2023,treatment,106520,0
02.03.2023,treatment,106521,0
02.03.2023,treatment,106522,0
02.03.2023,treatment,106523,0
02.03.2023,treatment,106524,0
02.03.2023,treatment,106525,0
02.03.2023,treatment,106526,0
02.03.2023,treatment,106527,0
02.03.2023,treatment,106528,0
02.03.2023,treatment,106529,0
02.03.2023,treatment,106530,0
02.03.2023,treatment,106531,0
02.03.2023,treatment,106532,0
02.03.2023,treatment,106533,0
02.03.2023,treatment,106534,0
02.03.2023,treatment,106535,0
02.03.2023,treatment,106536,0
02.03.2023,treatment,106537,0
02.03.2023,treatment,106538,0
02.03.2023,treatment,106539,0
02.03.2023,treatment,106540,0
02.03.2023,treatment,106541,0
02.03.2023,treatment,106542,0
02.03.2023,treatment,106543,0
02.03.2023,treatment,106544,0
02.03.2023,treatment,106545,0
02.03.2023,treatment,106546,0
02.03.2023,treatment,106547,0
02.03.2023,treatment,106548,0
02.03.2023,treatment,106549,0
02.03.2023,treatment,106550,0
02.03.2023,treatment,106551,0
02.03.2023,treatment,106552,0
02.03.2023,treatment,106553,0
02.03.2023,treatment,106554,0
02.03.2023,treatment,106555,0
02.03.2023,treatment,106556,0
02.03.2023,treatment,106557,0
02.03.2023,treatment,106558,0
02.03.2023,treatment,106559,0
02.03.2023,treatment,106560,0
02.03.2023,treatment,106561,0
02.03.2023,treatment,106562,0
02.03.2023,treatment,106563,0
02.03.2023,treatment,106564,0
02.03.2023,treatment,106565,0
02.03.2023,treatment,106566,0
02.03.2023,treatment,106567,0
02.03.2023,treatment,106568,0
02.03.2023,treatment,106569,0
02.03.2023,treatment,106570,0
02.03.2023,treatment,106571,0
03.03.2023,control,106572,1
03.03.2023,control,106573,1
03.03.2023,control,106574,1
03.03.2023,control,106575,1
03.03.2023,control,106576,1
03.03.2023,control,106577,1
03.03.2023,control,106578,1
03.03.2023,control,106579,1
03.03.2023,control,106580,1
03.03.2023,control,106581,1
03.03.2023,control,106582,1
03.03.2023,control,106583,1
03.03.2023,control,106584,0
03.03.2023,control,106585,0
03.03.2023,control,106586,0
03.03.2023,control,106587,0
03.03.2023,control,106588,0
03.03.2023,control,106589,0
03.03.2023,control,106590,0
03.03.2023,control,106591,0
03.03.2023,control,106592,0
03.03.2023,control,106593,0
03.03.2023,control,106594,0
03.03.2023,control,106595,0
03.03.2023,control,106596,0
03.03.2023,control,106597,0
03.03.2023,control,106598,0
03.03.2023,control,106599,0
03.03.2023,control,106600,0
03.03.2023,control,106601,0
03.03.2023,control,106602,0
03.03.2023,control,106603,0
03.03.2023,control,106604,0
03.03.2023,control,106605,0
03.03.2023,control,106606,0
03.03.2023,control,106607,0
03.03.2023,control,106608,0
03.03.2023,control,106609,0
03.03.2023,control,106610,0
03.03.2023,control,106611,0
03.03.2023,control,106612,0
03.03.2023,control,106613,0
03.03.2023,control,106614,0
03.03.2023,control,106615,0
03.03.2023,control,106616,0
03.03.2023,control,106617,0
03.03.2023,control,106618,0
03.03.2023,control,106619,0
03.03.2023,control,106620,0
03.03.2023,control,106621,0
03.03.2023,control,106622,0
03.03.2023,control,106623,0
03.03.2023,control,106624,0
03.03.2023,control,106625,0
03.03.2023,control,106626,0
03.03.2023,control,106627,0
03.03.2023,control,106628,0
03.03.2023,control,106629,0
03.03.2023,control,106630,0
03.03.2023,control,106631,0
03.03.2023,control,106632,0
03.03.2023,control,106633,0
03.03.2023,control,106634,0
03.03.2023,control,106635,0
03.03.2023,control,106636,0
03.03.2023,control,106637,0
03.03.2023,control,106638,0
03.03.2023,control,106639,0
03.03.2023,control,106640,0
03.03.2023,control,106641,0
03.03.2023,control,106642,0
03.03.2023,control,106643,0
03.03.2023,control,106644,0
03.03.2023,control,106645,0
03.03.2023,control,106646,0
03.03.2023,control,106647,0
03.03.2023,control,106648,0
03.03.2023,control,106649,0
03.03.2023,control,106650,0
03.03.2023,control,106651,0
03.03.2023,control,106652,0
03.03.2023,control,106653,0
03.03.2023,control,106654,0
03.03.2023,control,106655,0
03.03.2023,control,106656,0
03.03.2023,control,106657,0
03.03.2023,control,106658,0
03.03.2023,control,106659,0
03.03.2023,control,106660,0
03.03.2023,control,106661,0
03.03.2023,control,106662,0
03.03.2023,control,106663,0
03.03.2023,control,106664,0
03.03.2023,control,106665,0
03.03.2023,control,106666,0
03.03.2023,control,106667,0
03.03.2023,control,106668,0
03.03.2023,control,106669,0
03.03.2023,control,106670,0
03.03.2023,control,106671,0
03.03.2023,control,106672,0
03.03.2023,control,106673,0
03.03.2023,control,106674,0
03.03.2023,control,106675,0
03.03.2023,control,106676,0
03.03.2023,control,106677,0
03.03.2023,control,106678,0
03.03.2023,control,106679,0
03.03.2023,control,106680,0
03.03.2023,control,106681,0
03.03.2023,control,106682,0
03.03.2023,control,106683,0
03.03.2023,control,106684,0
03.03.2023,control,106685,0
03.03.2023,control,106686,0
03.03.2023,control,106687,0
03.03.2023,control,106688,0
03.03.2023,control,106689,0
03.03.2023,control,106690,0
03.03.2023,control,106691,0
03.03.2023,control,106692,0
03.03.2023,control,106693,0
03.03.2023,control,106694,0
03.03.2023,control,106695,0
03.03.2023,control,106696,0
03.03.2023,control,106697,0
03.03.2023,treatment,106698,1
03.03.2023,treatment,106699,1
03.03.2023,treatment,106700,1
03.03.2023,treatment,106701,1
03.03.2023,treatment,106702,1
03.03.2023,treatment,106703,1
03.03.2023,treatment,106704,1
03.03.2023,treatment,106705,1
03.03.2023,treatment,106706,1
03.03.2023,treatment,106707,1
03.03.2023,treatment,106708,1
03.03.2023,treatment,106709,1
03.03.2023,treatment,106710,1
03.03.2023,treatment,106711,1
03.03.2023,treatment,106712,1
03.03.2023,treatment,106713,0
03.03.2023,treatment,106714,0
03.03.2023,treatment,106715,0
03.03.2023,treatment,106716,0
03.03.2023,treatment,106717,0
03.03.2023,treatment,106718,0
03.03.2023,treatment,106719,0
03.03.2023,treatment,106720,0
03.03.2023,treatment,106721,0
03.03.2023,treatment,106722,0
03.03.2023,treatment,106723,0
03.03.2023,treatment,106724,0
03.03.2023,treatment,106725,0
03.03.2023,treatment,106726,0
03.03.2023,treatment,106727,0
03.03.2023,treatment,106728,0
03.03.2023,treatment,106729,0
03.03.2023,treatment,106730,0
03.03.2023,treatment,106731,0
03.03.2023,treatment,106732,0
03.03.2023,treatment,106733,0
03.03.2023,treatment,106734,0
03.03.2023,treatment,106735,0
03.03.2023,treatment,106736,0
03.03.2023,treatment,106737,0
03.03.2023,treatment,106738,0
03.03.2023,treatment,106739,0
03.03.2023,treatment,106740,0
03.03.2023,treatment,106741,0
03.03.2023,treatment,106742,0
03.03.2023,treatment,106743,0
03.03.2023,treatment,106744,0
03.03.2023,treatment,106745,0
03.03.2023,treatment,106746,0
03.03.2023,treatment,106747,0
03.03.2023,treatment,106748,0
03.03.2023,treatment,106749,0
03.03.2023,treatment,106750,0
03.03.2023,treatment,106751,0
03.03.2023,treatment,106752,0
03.03.2023,treatment,106753,0
03.03.2023,treatment,106754,0
03.03.2023,treatment,106755,0
03.03.2023,treatment,106756,0
03.03.2023,treatment,106757,0
03.03.2023,treatment,106758,0
03.03.2023,treatment,106759,0
03.03.2023,treatment,106760,0
03.03.2023,treatment,106761,0
03.03.2023,treatment,106762,0
03.03.2023,treatment,106763,0
03.03.2023,treatment,106764,0
03.03.2023,treatment,106765,0
03.03.2023,treatment,106766,0
03.03.2023,treatment,106767,0
03.03.2023,treatment,106768,0
03.03.2023,treatment,106769,0
03.03.2023,treatment,106770,0
03.03.2023,treatment,106771,0
03.03.2023,treatment,106772,0
03.03.2023,treatment,106773,0
03.03.2023,treatment,106774,0
03.03.2023,treatment,106775,0
03.03.2023,treatment,106776,0
03.03.2023,treatment,106777,0
03.03.2023,treatment,106778,0
03.03.2023,treatment,106779,0
03.03.2023,treatment,106780,0
03.03.2023,treatment,106781,0
03.03.2023,treatment,106782,0
03.03.2023,treatment,106783,0
03.03.2023,treatment,106784,0
03.03.2023,treatment,106785,0
03.03.2023,treatment,106786,0
03.03.2023,treatment,106787,0
03.03.2023,treatment,106788,0
03.03.2023,treatment,106789,0
03.03.2023,treatment,106790,0
03.03.2023,treatment,106791,0
03.03.2023,treatment,106792,0
03.03.2023,treatment,106793,0
03.03.2023,treatment,106794,0
03.03.2023,treatment,106795,0
03.03.2023,treatment,106796,0
03.03.2023,treatment,106797,0
03.03.2023,treatment,106798,0
03.03.2023,treatment,106799,0
03.03.2023,treatment,106800,0
03.03.2023,treatment,106801,0
03.03.2023,treatment,106802,0
03.03.2023,treatment,106803,0
03.03.2023,treatment,106804,0
03.03.2023,treatment,106805,0
03.03.2023,treatment,106806,0
03.03.2023,treatment,106807,0
03.03.2023,treatment,106808,0
04.03.2023,control,106809,1
04.03.2023,control,106810,1
04.03.2023,control,106811,1
04.03.2023,control,106812,1
04.03.2023,control,106813,1
04.03.2023,control,106814,1
04.03.2023,control,106815,1
04.03.2023,control,106816,1
04.03.2023,control,106817,1
04.03.2023,control,106818,1
04.03.2023,control,106819,1
04.03.2023,control,106820,1
04.03.2023,control,106821,0
04.03.2023,control,106822,0
04.03.2023,control,106823,0
04.03.2023,control,106824,0
04.03.2023,control,106825,0
04.03.2023,control,106826,0
04.03.2023,control,106827,0
04.03.2023,control,106828,0
04.03.2023,control,106829,0
04.03.2023,control,106830,0
04.03.2023,control,106831,0
04.03.2023,control,106832,0
04.03.2023,control,106833,0
04.03.2023,control,106834,0
04.03.2023,control,106835,0
04.03.2023,control,106836,0
04.03.2023,control,106837,0
04.03.2023,control,106838,0
04.03.2023,control,106839,0
04.03.2023,control,106840,0
04.03.2023,control,106841,0
04.03.2023,control,106842,0
04.03.2023,control,106843,0
04.03.2023,control,106844,0
04.03.2023,control,106845,0
04.03.2023,control,106846,0
04.03.2023,control,106847,0
04.03.2023,control,106848,0
04.03.2023,control,106849,0
04.03.2023,control,106850,0
04.03.2023,control,106851,0
04.03.2023,control,106852,0
04.03.2023,control,106853,0
04.03.2023,control,106854,0
04.03.2023,control,106855,0
04.03.2023,control,106856,0
04.03.2023,control,106857,0
04.03.2023,control,106858,0
04.03.2023,control,106859,0
04.03.2023,control,106860,0
04.03.2023,control,106861,0
04.03.2023,control,106862,0
04.03.2023,control,106863,0
04.03.2023,control,106864,0
04.03.2023,control,106865,0
04.03.2023,control,106866,0
04.03.2023,control,106867,0
04.03.2023,control,106868,0
04.03.2023,control,106869,0
04.03.2023,control,106870,0
04.03.2023,control,106871,0
04.03.2023,control,106872,0
04.03.2023,control,106873,0
04.03.2023,control,106874,0
04.03.2023,control,106875,0
04.03.2023,control,106876,0
04.03.2023,control,106877,0
04.03.2023,control,106878,0
04.03.2023,control,106879,0
04.03.2023,control,106880,0
04.03.2023,control,106881,0
04.03.2023,control,106882,0
04.03.2023,control,106883,0
04.03.2023,control,106884,0
04.03.2023,control,106885,0
04.03.2023,control,106886,0
04.03.2023,control,106887,0
04.03.2023,control,106888,0
04.03.2023,control,106889,0
04.03.2023,control,106890,0
04.03.2023,control,106891,0
04.03.2023,control,106892,0
04.03.2023,control,106893,0
04.03.2023,control,106894,0
04.03.2023,control,106895,0
04.03.2023,control,106896,0
04.03.2023,control,106897,0
04.03.2023,control,106898,0
04.03.2023,control,106899,0
04.03.2023,control,106900,0
04.03.2023,control,106901,0
04.03.2023,control,106902,0
04.03.2023,control,106903,0
04.03.2023,control,106904,0
04.03.2023,control,106905,0
04.03.2023,control,106906,0
04.03.2023,control,106907,0
04.03.2023,control,106908,0
04.03.2023,control,106909,0
04.03.2023,control,106910,0
04.03.2023,control,106911,0
04.03.2023,control,106912,0
04.03.2023,control,106913,0
04.03.2023,control,106914,0
04.03.2023,control,106915,0
04.03.2023,control,106916,0
04.03.2023,control,106917,0
04.03.2023,control,106918,0
04.03.2023,control,106919,0
04.03.2023,control,106920,0
04.03.2023,control,106921,0
04.03.2023,control,106922,0
04.03.2023,control,106923,0
04.03.2023,control,106924,0
04.03.2023,control,106925,0
04.03.2023,control,106926,0
04.03.2023,control,106927,0
04.03.2023,control,106928,0
04.03.2023,control,106929,0
04.03.2023,treatment,106930,1
04.03.2023,treatment,106931,1
04.03.2023,treatment,106932,1
04.03.2023,treatment,106933,1
04.03.2023,treatment,106934,1
04.03.2023,treatment,106935,1
04.03.2023,treatment,106936,1
04.03.2023,treatment,106937,1
04.03.2023,treatment,106938,1
04.03.2023,treatment,106939,1
04.03.2023,treatment,106940,1
04.03.2023,treatment,106941,1
04.03.2023,treatment,106942,1
04.03.2023,treatment,106943,1
04.03.2023,treatment,106944,1
04.03.2023,treatment,106945,0
04.03.2023,treatment,106946,0
04.03.2023,treatment,106947,0
04.03.2023,treatment,106948,0
04.03.2023,treatment,106949,0
04.03.2023,treatment,106950,0
04.03.2023,treatment,106951,0
04.03.2023,treatment,106952,0
04.03.2023,treatment,106953,0
04.03.2023,treatment,106954,0
04.03.2023,treatment,106955,0
04.03.2023,treatment,106956,0
04.03.2023,treatment,106957,0
04.03.2023,treatment,106958,0
04.03.2023,treatment,106959,0
04.03.2023,treatment,106960,0
04.03.2023,treatment,106961,0
04.03.2023,treatment,106962,0
04.03.2023,treatment,106963,0
04.03.2023,treatment,106964,0
04.03.2023,treatment,106965,0
04.03.2023,treatment,106966,0
04.03.2023,treatment,106967,0
04.03.2023,treatment,106968,0
04.03.2023,treatment,106969,0
04.03.2023,treatment,106970,0
04.03.2023,treatment,106971,0
04.03.2023,treatment,106972,0
04.03.2023,treatment,106973,0
04.03.2023,treatment,106974,0
04.03.2023,treatment,106975,0
04.03.2023,treatment,106976,0
04.03.2023,treatment,106977,0
04.03.2023,treatment,106978,0
04.03.2023,treatment,106979,0
04.03.2023,treatment,106980,0
04.03.2023,treatment,106981,0
04.03.2023,treatment,106982,0
04.03.2023,treatment,106983,0
04.03.2023,treatment,106984,0
04.03.2023,treatment,106985,0
04.03.2023,treatment,106986,0
04.03.2023,treatment,106987,0
04.03.2023,treatment,106988,0
04.03.2023,treatment,106989,0
04.03.2023,treatment,106990,0
04.03.2023,treatment,106991,0
04.03.2023,treatment,106992,0
04.03.2023,treatment,106993,0
04.03.2023,treatment,106994,0
04.03.2023,treatment,106995,0
04.03.2023,treatment,106996,0
04.03.2023,treatment,106997,0
04.03.2023,treatment,106998,0
04.03.2023,treatment,106999,0
04.03.2023,treatment,107000,0
04.03.2023,treatment,107001,0
04.03.2023,treatment,107002,0
04.03.2023,treatment,107003,0
04.03.2023,treatment,107004,0
04.03.2023,treatment,107005,0
04.03.2023,treatment,107006,0
04.03.2023,treatment,107007,0
04.03.2023,treatment,107008,0
04.03.2023,treatment,107009,0
04.03.2023,treatment,107010,0
04.03.2023,treatment,107011,0
04.03.2023,treatment,107012,0
04.03.2023,treatment,107013,0
04.03.2023,treatment,107014,0
04.03.2023,treatment,107015,0
04.03.2023,treatment,107016,0
04.03.2023,treatment,107017,0
04.03.2023,treatment,107018,0
04.03.2023,treatment,107019,0
